Company,TypeName,Inches,Ram,Weight,HD_display,cpu_brand,memory,gpu_brand,operating_system,Price
Acer,Notebook,15.6,2,2.19,0,Other Intel processor,16.0,Intel,MacOS,10603.0
Asus,Gaming,17.3,8,3.0,1,Intel Core i7,1000.0,Nvidia,Windows,63243.0
HP,Notebook,17.3,8,2.54,0,Intel Core i3,1000.0,Intel,Windows,26054.0
Dell,Notebook,15.6,8,2.0,1,Intel Core i7,256.0,Nvidia,Windows,97449.0
Lenovo,Notebook,15.6,8,2.05,1,Intel Core i5,256.0,Intel,Windows,39374.0
Lenovo,Gaming,15.6,8,3.2,1,Intel Core i7,1000.0,Nvidia,Windows,69211.0
Acer,Notebook,15.6,8,2.5,1,Intel Core i7,256.0,Nvidia,MacOS,52161.0
Dell,Workstation,17.3,16,3.42,1,Intel Core i7,256.0,Nvidia,Windows,153705.0
Lenovo,Notebook,15.6,6,2.4,1,AMD,1000.0,AMD,Windows,26587.0
Asus,Ultrabook,15.6,16,1.63,1,Intel Core i7,512.0,Nvidia,Windows,78215.0
Asus,Notebook,14.0,4,1.3,0,Intel Core i3,128.0,Intel,Windows,27120.0
Asus,Gaming,17.3,16,2.9,1,Intel Core i7,256.0,Nvidia,Windows,113060.0
Lenovo,Notebook,17.3,6,2.8,0,Intel Core i5,1000.0,Nvidia,Windows,34579.0
Lenovo,Notebook,15.6,8,2.2,0,Intel Core i5,2000.0,Nvidia,MacOS,29251.0
Asus,Gaming,15.6,8,2.5,1,Intel Core i7,128.0,Nvidia,Windows,67399.0
Lenovo,Notebook,15.6,4,2.2,0,Other Intel processor,1000.0,Intel,MacOS,19180.0
HP,2 in 1 Convertible,13.3,16,1.28,1,Intel Core i7,256.0,Intel,Windows,105228.0
Toshiba,Notebook,15.6,8,2.2,1,Intel Core i7,256.0,Nvidia,Windows,55571.0
Lenovo,Notebook,15.6,8,2.3,1,Intel Core i5,128.0,Nvidia,Windows,43636.0
HP,Notebook,15.6,4,1.86,1,Intel Core i3,1000.0,Intel,Windows,24988.0
Lenovo,Notebook,13.3,8,1.1,1,Intel Core i5,256.0,Intel,Windows,53227.0
Dell,Ultrabook,13.3,16,1.21,1,Intel Core i7,1000.0,Intel,Windows,133147.0
MSI,Gaming,15.6,16,2.8,1,Intel Core i7,256.0,Nvidia,Windows,111835.0
Acer,Notebook,15.6,8,2.23,1,AMD,256.0,AMD,Windows,24988.0
Asus,2 in 1 Convertible,11.6,2,1.1,0,Other Intel processor,32.0,Intel,Windows,14652.0
Dell,Notebook,15.6,8,2.33,1,Intel Core i5,128.0,AMD,Windows,44968.0
HP,2 in 1 Convertible,13.3,16,1.29,1,Intel Core i7,1000.0,Intel,Windows,130483.0
Lenovo,Notebook,13.3,4,1.45,0,Other Intel processor,16.0,Intel,MacOS,24504.0
HP,Notebook,14.0,8,1.95,1,Intel Core i5,256.0,Intel,Windows,52214.0
Acer,Notebook,11.6,4,1.4,0,Other Intel processor,128.0,Intel,Windows,25841.0
HP,Notebook,14.0,8,1.48,1,Intel Core i7,256.0,Intel,Windows,68838.0
Lenovo,Notebook,17.3,4,2.79,0,Intel Core i5,1000.0,Nvidia,Windows,31382.0
Asus,Notebook,14.0,8,2.0,1,Intel Core i7,256.0,Intel,Windows,58288.0
HP,Notebook,15.6,8,2.1,1,Intel Core i7,1000.0,Intel,Windows,48059.0
Acer,Notebook,15.6,8,2.2,0,AMD,256.0,AMD,Windows,35112.0
Lenovo,Notebook,14.0,4,1.44,0,Other Intel processor,32.0,Intel,Windows,15558.0
Acer,Notebook,15.6,6,2.23,0,Intel Core i5,1000.0,Intel,Windows,29251.0
Asus,Ultrabook,15.6,8,1.7,1,Intel Core i7,256.0,Nvidia,Windows,55939.0
HP,Ultrabook,12.5,8,1.26,1,Intel Core i7,256.0,Intel,Windows,71129.0
Dell,Notebook,15.6,32,2.06,1,Intel Core i7,1000.0,Nvidia,Windows,140606.0
MSI,Gaming,17.3,8,2.7,1,Intel Core i7,256.0,Nvidia,Windows,63883.0
Toshiba,Notebook,15.6,8,2.0,1,Intel Core i5,256.0,Intel,Windows,50243.0
Asus,Notebook,14.0,8,2.0,1,Intel Core i7,256.0,Intel,Windows,71076.0
Lenovo,Notebook,15.6,4,1.85,1,Intel Core i3,1000.0,Intel,Windows,23923.0
Asus,Gaming,15.6,8,2.5,1,Intel Core i7,256.0,Nvidia,Windows,53227.0
HP,Notebook,14.0,8,1.48,1,Intel Core i5,256.0,Intel,Windows,67559.0
Dell,Ultrabook,15.6,8,1.9,1,Intel Core i5,128.0,Nvidia,Windows,55891.0
HP,Notebook,15.6,8,1.84,1,Intel Core i5,256.0,Intel,Windows,60952.0
Asus,Notebook,15.6,4,2.0,0,Other Intel processor,1000.0,Intel,MacOS,14652.0
Dell,Notebook,15.6,8,2.0,1,Intel Core i5,256.0,Nvidia,Windows,60886.0
Dell,Notebook,15.6,4,2.2,0,Other Intel processor,500.0,Intel,MacOS,14647.0
Lenovo,Notebook,15.6,12,2.2,1,AMD,2000.0,AMD,Windows,47899.0
HP,Notebook,15.6,8,2.1,1,Intel Core i3,1000.0,Nvidia,Windows,38148.0
Lenovo,2 in 1 Convertible,13.9,16,1.4,1,Intel Core i7,512.0,Intel,Windows,111835.0
Dell,Ultrabook,13.3,8,1.2,1,Intel Core i7,256.0,Intel,Windows,84129.0
Lenovo,Gaming,15.6,16,2.4,1,Intel Core i7,256.0,Nvidia,Windows,60153.0
HP,Notebook,14.0,2,1.44,0,Other Intel processor,32.0,Intel,Windows,14865.0
Dell,Ultrabook,15.6,16,1.88,1,Intel Core i7,512.0,Intel,Windows,85672.0
Asus,2 in 1 Convertible,11.6,4,1.5,0,Other Intel processor,32.0,Intel,Windows,19980.0
Dell,Ultrabook,15.6,8,1.9,1,Intel Core i5,1000.0,AMD,Windows,35325.0
Dell,Notebook,15.6,16,2.06,1,Intel Core i7,512.0,Nvidia,Windows,108021.0
HP,Notebook,15.6,8,1.84,1,Intel Core i7,256.0,Intel,Windows,69477.0
MSI,Gaming,17.3,8,2.7,1,Intel Core i7,128.0,Nvidia,Windows,75072.0
HP,Workstation,15.6,8,2.6,1,Intel Core i7,256.0,Nvidia,Windows,92615.0
Toshiba,Notebook,15.6,16,2.4,1,Intel Core i7,512.0,Nvidia,Windows,74752.0
Dell,Notebook,15.6,8,2.02,1,Intel Core i7,128.0,AMD,Windows,51730.0
Lenovo,Notebook,15.6,4,2.2,0,Other Intel processor,1000.0,Intel,MacOS,17156.0
Dell,Gaming,15.6,8,2.65,1,Intel Core i5,1000.0,Nvidia,Windows,53227.0
Dell,Notebook,15.6,8,2.36,0,Intel Core i5,2000.0,Intel,Windows,29697.0
Dell,Notebook,14.0,8,1.36,1,Intel Core i5,256.0,Intel,Windows,76031.0
HP,Notebook,15.6,4,1.86,0,Intel Core i3,500.0,Intel,Windows,23390.0
Asus,Notebook,14.0,8,2.0,1,Intel Core i5,256.0,Intel,Windows,50350.0
Lenovo,Notebook,17.3,6,2.8,0,Intel Core i5,128.0,Nvidia,Windows,38308.0
HP,Notebook,15.6,8,1.86,1,Intel Core i5,1000.0,Intel,Windows,34046.0
Lenovo,Notebook,15.6,8,2.2,0,Intel Core i3,256.0,Nvidia,MacOS,26587.0
HP,Notebook,15.6,8,2.04,0,Other Intel processor,2000.0,Intel,Windows,20726.0
Dell,Notebook,17.3,8,2.8,1,Intel Core i5,128.0,AMD,Windows,57809.0
Lenovo,Gaming,15.6,8,2.4,1,Intel Core i5,128.0,Nvidia,MacOS,43104.0
Dell,Notebook,15.6,8,2.33,1,Intel Core i7,256.0,AMD,Windows,47899.0
HP,Ultrabook,14.0,8,1.36,1,Intel Core i7,256.0,Intel,Windows,93240.0
Asus,2 in 1 Convertible,15.6,12,2.26,1,Intel Core i7,512.0,Nvidia,Windows,58555.0
Acer,Notebook,15.6,4,2.1,0,AMD,128.0,AMD,Windows,22697.0
Asus,Gaming,17.3,16,3.25,1,AMD,256.0,AMD,Windows,117163.0
Lenovo,Notebook,17.3,4,2.6,0,AMD,128.0,AMD,Windows,26054.0
Dell,2 in 1 Convertible,13.3,8,1.62,1,Intel Core i7,256.0,Intel,Windows,46301.0
HP,Notebook,15.6,4,1.91,1,AMD,256.0,AMD,Windows,26053.0
Lenovo,Notebook,11.6,4,1.59,0,Other Intel processor,128.0,Intel,Windows,29464.0
Dell,Notebook,15.6,4,1.8,0,Other Intel processor,500.0,Intel,Windows,16464.0
Asus,Notebook,14.0,4,1.5,0,Other Intel processor,32.0,Intel,Windows,15238.0
Acer,Notebook,15.6,8,2.4,1,Intel Core i7,1000.0,Nvidia,MacOS,45075.0
HP,Gaming,17.3,8,3.35,1,Intel Core i7,128.0,Nvidia,Windows,63456.0
Lenovo,Notebook,15.6,4,1.85,1,Intel Core i3,128.0,Intel,MacOS,21498.0
Asus,Gaming,15.6,8,2.3,1,Intel Core i7,128.0,Nvidia,Windows,88178.0
Lenovo,Notebook,14.0,8,1.5,1,Intel Core i5,256.0,Nvidia,Windows,58555.0
Asus,Ultrabook,13.3,16,1.1,1,Intel Core i7,512.0,Intel,Windows,93181.0
Lenovo,Ultrabook,14.0,8,1.13,0,Intel Core i7,512.0,Intel,Windows,121585.0
Lenovo,Notebook,13.3,4,1.5,1,Intel Core i3,128.0,Intel,Windows,29251.0
Dell,Workstation,15.6,8,2.23,1,Intel Core i5,500.0,AMD,Windows,72940.0
Dell,Workstation,15.6,8,2.0,1,Intel Core i7,256.0,Nvidia,Windows,113753.0
Lenovo,2 in 1 Convertible,14.0,16,1.42,0,Intel Core i7,512.0,Intel,Windows,133680.0
Asus,Gaming,17.3,8,3.0,1,Intel Core i7,1000.0,Nvidia,Windows,55358.0
Asus,Gaming,17.3,16,3.0,1,Intel Core i7,256.0,Nvidia,Windows,84768.0
Acer,Notebook,15.6,12,2.2,0,Intel Core i5,1000.0,Nvidia,Windows,36976.0
MSI,Gaming,17.3,8,2.7,1,Intel Core i7,256.0,Nvidia,Windows,71875.0
Dell,Notebook,15.6,8,2.33,1,Intel Core i7,256.0,AMD,MacOS,41498.0
HP,Ultrabook,15.6,4,1.91,1,AMD,256.0,AMD,Windows,26587.0
Lenovo,Notebook,15.6,8,2.1,1,Intel Core i7,256.0,AMD,Windows,65511.0
Lenovo,Notebook,14.0,8,1.9,1,Intel Core i5,256.0,Intel,Windows,49977.0
Dell,Workstation,15.6,8,1.78,1,Intel Core i7,256.0,Nvidia,Windows,144495.0
Lenovo,Ultrabook,14.0,16,1.13,0,Intel Core i7,1000.0,Intel,Windows,139860.0
Lenovo,Notebook,15.6,4,2.2,0,Other Intel processor,1000.0,Intel,Windows,16304.0
Asus,Gaming,17.3,16,2.9,1,Intel Core i7,256.0,Nvidia,Windows,81465.0
Lenovo,Notebook,15.6,8,2.1,1,Intel Core i5,256.0,AMD,Windows,60979.0
Acer,Notebook,15.6,8,2.5,1,Intel Core i7,256.0,Nvidia,MacOS,46833.0
MSI,Gaming,17.3,16,2.8,1,Intel Core i7,256.0,Nvidia,Windows,119827.0
Asus,Ultrabook,14.0,8,1.1,1,Intel Core i7,512.0,Intel,Windows,99793.0
Toshiba,Ultrabook,13.3,16,1.2,1,Intel Core i7,512.0,Intel,Windows,93080.0
Dell,Ultrabook,14.0,8,1.36,1,Intel Core i7,512.0,Intel,Windows,89510.0
Lenovo,Notebook,15.6,4,2.2,1,Intel Core i3,500.0,Intel,Windows,21792.0
Lenovo,Notebook,11.6,2,1.15,0,Other Intel processor,32.0,Intel,Windows,16221.0
Lenovo,Workstation,15.6,8,2.67,1,Intel Core i7,512.0,Nvidia,Windows,102564.0
Lenovo,Ultrabook,14.0,8,1.7,1,Intel Core i7,512.0,Nvidia,Windows,103523.0
HP,Notebook,15.6,4,2.1,1,Intel Core i3,1000.0,AMD,Windows,24988.0
Acer,2 in 1 Convertible,13.3,8,1.6,1,Intel Core i7,256.0,Intel,Windows,42038.0
Asus,2 in 1 Convertible,13.3,8,1.27,1,Intel Core i5,256.0,Intel,Windows,49444.0
Dell,Notebook,15.6,4,2.3,1,Intel Core i5,256.0,AMD,MacOS,31909.0
Dell,Notebook,13.3,4,1.65,0,Intel Core i3,128.0,Intel,Windows,36710.0
HP,Ultrabook,14.0,8,1.43,1,Intel Core i7,256.0,Intel,Windows,79920.0
Dell,Notebook,15.6,8,2.14,0,Intel Core i5,1000.0,Intel,Windows,28768.0
Lenovo,Ultrabook,14.0,8,1.75,1,Intel Core i7,256.0,AMD,Windows,64755.0
Lenovo,2 in 1 Convertible,15.6,16,2.0,1,Intel Core i7,512.0,Nvidia,Windows,101179.0
Chuwi,Notebook,12.3,6,1.4,0,Other Intel processor,64.0,Intel,Windows,23923.0
HP,Notebook,15.6,8,2.31,1,Intel Core i7,256.0,Intel,Windows,76031.0
Asus,Notebook,15.6,8,2.3,1,Intel Core i3,1000.0,Nvidia,MacOS,31808.0
Dell,Gaming,17.3,16,4.42,0,Intel Core i7,256.0,Nvidia,Windows,149131.0
Dell,Gaming,15.6,8,2.62,1,Intel Core i7,128.0,Nvidia,Windows,61752.0
Dell,Notebook,15.6,8,2.02,1,Intel Core i7,256.0,AMD,Windows,60867.0
Dell,Ultrabook,14.0,8,1.6,1,Intel Core i7,256.0,Intel,MacOS,58555.0
HP,Gaming,17.3,12,3.35,1,Intel Core i7,256.0,Nvidia,Windows,106507.0
Mediacom,2 in 1 Convertible,11.6,4,1.16,1,Other Intel processor,32.0,Intel,Windows,15931.0
Samsung,Notebook,11.6,4,1.15,0,Other Intel processor,16.0,Intel,MacOS,14332.0
Lenovo,Notebook,13.3,8,1.4,1,Intel Core i7,256.0,Intel,Windows,53813.0
Lenovo,Notebook,14.0,4,1.7,1,Intel Core i3,128.0,Intel,Windows,31915.0
Lenovo,Workstation,15.6,16,2.3,1,Intel Core i7,512.0,Nvidia,Windows,130270.0
Lenovo,Notebook,15.6,16,2.5,1,Intel Core i7,512.0,Nvidia,Windows,130483.0
Asus,Gaming,17.3,8,3.2,1,AMD,256.0,AMD,Windows,90310.0
HP,Notebook,15.6,4,2.1,0,Other Intel processor,500.0,Intel,Windows,18488.0
Google,Ultrabook,12.3,16,1.1,0,Intel Core i7,512.0,Intel,MacOS,117163.0
Lenovo,Ultrabook,14.0,24,1.32,0,Intel Core i7,512.0,Intel,Windows,126913.0
Asus,Notebook,15.6,4,2.0,1,Intel Core i5,256.0,Intel,MacOS,29784.0
Lenovo,Notebook,17.3,8,2.8,0,AMD,1000.0,AMD,Windows,27652.0
Dell,Notebook,15.6,4,2.2,1,Intel Core i5,256.0,AMD,Windows,39907.0
Lenovo,Ultrabook,12.5,8,1.36,1,Intel Core i5,256.0,Intel,Windows,76137.0
Lenovo,Notebook,15.6,4,2.2,1,Other Intel processor,128.0,Intel,Windows,18595.0
HP,Gaming,15.6,8,2.2,1,Intel Core i7,128.0,Nvidia,Windows,58555.0
Dell,Notebook,14.0,8,1.64,1,Intel Core i5,256.0,Nvidia,Windows,62817.0
Acer,Notebook,15.6,4,2.4,0,Intel Core i5,500.0,Intel,MacOS,23539.0
Dell,Workstation,15.6,8,2.23,1,Other Intel processor,64.0,Nvidia,Windows,106187.0
MSI,Gaming,15.6,8,2.2,1,Intel Core i5,256.0,Nvidia,Windows,54758.0
Microsoft,Ultrabook,13.5,16,1.25,0,Intel Core i7,512.0,Intel,Windows,137942.0
HP,Notebook,15.6,8,1.91,0,Intel Core i5,128.0,Intel,Windows,31382.0
Dell,Workstation,15.6,16,2.17,1,Intel Core i7,256.0,Nvidia,Windows,105228.0
HP,Workstation,15.6,8,2.31,1,Intel Core i7,512.0,Intel,Windows,81732.0
Lenovo,Notebook,14.0,8,1.65,1,Intel Core i5,256.0,Intel,Windows,71662.0
Dell,Notebook,15.6,8,2.36,1,Intel Core i7,128.0,AMD,Windows,52161.0
Dell,2 in 1 Convertible,11.6,4,1.47,0,Other Intel processor,500.0,Intel,Windows,25521.0
Dell,Notebook,17.3,8,4.42,1,Intel Core i7,1000.0,Nvidia,Windows,109011.0
Microsoft,Ultrabook,13.5,4,1.252,0,Other Intel processor,128.0,Intel,Windows,52694.0
Microsoft,Ultrabook,13.5,8,1.25,0,Intel Core i7,256.0,Intel,Windows,95851.0
HP,Notebook,17.3,8,2.5,0,Intel Core i3,256.0,Intel,Windows,34094.0
Acer,Notebook,15.6,4,2.23,1,Intel Core i3,1000.0,Nvidia,Windows,28984.0
Acer,Notebook,11.6,4,1.4,0,Other Intel processor,128.0,Intel,Windows,23177.0
Asus,Notebook,15.6,8,2.37,1,Intel Core i5,1000.0,Intel,Windows,39907.0
Lenovo,Notebook,14.0,8,1.5,1,Intel Core i7,512.0,AMD,MacOS,42571.0
Lenovo,Notebook,15.6,8,2.67,1,Intel Core i7,256.0,Nvidia,Windows,111355.0
Asus,Notebook,15.6,4,2.0,0,Other Intel processor,500.0,Intel,Windows,16197.0
Acer,Notebook,15.6,4,2.2,0,Intel Core i3,500.0,Nvidia,Windows,24988.0
Dell,Notebook,15.6,8,2.02,1,Intel Core i5,2000.0,AMD,Windows,40440.0
HP,Gaming,17.3,12,3.78,1,Intel Core i7,1000.0,Nvidia,Windows,90523.0
Lenovo,Ultrabook,14.0,12,1.4,1,Intel Core i7,256.0,Intel,Windows,98994.0
HP,2 in 1 Convertible,13.3,8,1.29,1,Intel Core i7,512.0,Intel,Windows,106507.0
HP,Notebook,15.6,8,1.9,1,Intel Core i5,500.0,AMD,Windows,61485.0
Google,Ultrabook,12.3,8,1.1,0,Intel Core i5,128.0,Intel,MacOS,67932.0
Dell,Ultrabook,13.3,8,1.42,1,Intel Core i5,256.0,Intel,Windows,98134.0
Asus,Notebook,15.6,12,2.06,1,Intel Core i7,128.0,Intel,Windows,69211.0
Dell,Notebook,14.0,8,1.79,0,Intel Core i3,128.0,Intel,Windows,39427.0
Dell,Workstation,15.6,8,1.78,1,Intel Core i7,256.0,Nvidia,Windows,128298.0
Lenovo,Notebook,14.0,8,1.7,1,Intel Core i5,180.0,Intel,Windows,72674.0
Dell,Notebook,15.6,8,2.2,1,Intel Core i5,1000.0,AMD,Windows,35964.0
Toshiba,Notebook,13.3,8,1.05,1,Intel Core i5,256.0,Intel,Windows,89084.0
Dell,Notebook,15.6,8,2.16,1,Intel Core i7,512.0,Nvidia,Windows,67239.0
Dell,Notebook,15.6,4,2.18,0,Intel Core i3,1000.0,Intel,Windows,31254.0
HP,Notebook,13.3,4,1.49,1,Intel Core i5,128.0,Intel,Windows,38681.0
Chuwi,Notebook,15.6,4,1.89,1,Other Intel processor,64.0,Intel,Windows,13261.0
Lenovo,Notebook,15.6,4,2.3,0,Intel Core i3,128.0,Intel,Windows,30103.0
Lenovo,Notebook,14.0,8,1.75,1,Intel Core i5,256.0,Intel,Windows,55891.0
Dell,Workstation,15.6,16,2.17,1,Intel Core i7,512.0,Nvidia,Windows,124569.0
Dell,Notebook,15.6,16,2.06,1,Intel Core i7,512.0,Nvidia,Windows,101179.0
Lenovo,Ultrabook,12.5,16,1.36,1,Intel Core i7,512.0,Intel,Windows,95797.0
Asus,Ultrabook,12.5,16,0.91,1,Intel Core i7,512.0,Intel,Windows,103896.0
Lenovo,Notebook,15.6,8,2.3,1,Intel Core i5,256.0,Nvidia,Windows,53919.0
Toshiba,Ultrabook,13.3,32,1.05,1,Intel Core i7,512.0,Intel,Windows,149131.0
Asus,Gaming,15.6,8,1.99,1,Intel Core i7,128.0,Nvidia,Windows,71928.0
Acer,Notebook,15.6,8,2.2,0,AMD,1000.0,AMD,Windows,30849.0
Asus,Gaming,17.3,24,4.33,1,Intel Core i7,256.0,Nvidia,Windows,67612.0
Lenovo,Ultrabook,12.5,8,1.3,0,Intel Core i5,180.0,Intel,Windows,58555.0
Lenovo,Notebook,15.6,8,2.17,1,Intel Core i7,256.0,Intel,Windows,47893.0
HP,Notebook,14.0,8,1.48,1,Intel Core i7,1000.0,Intel,Windows,93187.0
Lenovo,Notebook,13.3,8,1.4,1,Intel Core i3,256.0,Intel,Windows,50563.0
Lenovo,Notebook,15.6,8,2.3,1,Intel Core i5,256.0,Intel,Windows,48538.0
Asus,Notebook,11.6,4,1.2,0,Other Intel processor,64.0,Intel,Windows,18115.0
HP,Notebook,15.6,8,1.91,0,Intel Core i5,256.0,AMD,Windows,32980.0
Lenovo,2 in 1 Convertible,13.9,8,1.4,1,Intel Core i5,256.0,Intel,Windows,85195.0
Lenovo,Notebook,14.0,4,2.1,0,Other Intel processor,500.0,Intel,Windows,15931.0
Lenovo,Notebook,11.6,4,1.25,0,Other Intel processor,16.0,Intel,MacOS,14119.0
Lenovo,Notebook,13.3,8,1.44,1,Intel Core i5,256.0,Intel,Windows,50563.0
Asus,Notebook,15.6,8,2.0,1,Intel Core i7,256.0,Intel,Windows,65215.0
Acer,Notebook,15.6,4,2.2,1,Intel Core i5,1000.0,Nvidia,Windows,32661.0
HP,Ultrabook,13.3,8,1.34,1,Intel Core i7,512.0,Intel,Windows,70489.0
Lenovo,Gaming,15.6,8,2.4,1,Intel Core i7,256.0,Nvidia,MacOS,61219.0
Dell,Ultrabook,13.3,8,1.29,1,Intel Core i5,128.0,Intel,Windows,47899.0
Acer,Notebook,15.6,4,2.2,1,Intel Core i7,500.0,Nvidia,Windows,34046.0
Dell,Notebook,15.6,8,2.18,1,Intel Core i5,1000.0,Intel,Windows,44542.0
Dell,Notebook,15.6,16,2.2,1,Intel Core i7,256.0,AMD,Windows,64961.0
Xiaomi,Notebook,15.6,16,1.95,1,Intel Core i7,256.0,Nvidia,MacOS,74589.0
Asus,Notebook,11.6,2,1.1,0,Other Intel processor,32.0,Intel,Windows,13054.0
HP,Notebook,15.6,4,2.04,0,Intel Core i5,1000.0,Intel,Windows,27784.0
Asus,Gaming,15.6,24,2.24,1,Intel Core i7,512.0,Nvidia,Windows,158135.0
HP,Notebook,15.6,8,2.04,1,Intel Core i5,256.0,Nvidia,Windows,47366.0
Asus,Gaming,17.3,16,3.0,1,Intel Core i7,256.0,Nvidia,Windows,80133.0
Lenovo,Gaming,15.6,8,3.2,1,Intel Core i7,256.0,Nvidia,Windows,74539.0
HP,Ultrabook,13.3,8,1.32,1,Intel Core i7,256.0,Intel,Windows,74539.0
Dell,Notebook,14.0,8,1.64,1,Intel Core i5,256.0,Intel,Windows,68184.0
HP,Notebook,15.6,4,1.63,0,Intel Core i3,128.0,Intel,Windows,36710.0
Dell,Notebook,17.3,8,2.8,1,Intel Core i5,128.0,AMD,MacOS,47366.0
Lenovo,Notebook,14.0,8,2.02,1,Intel Core i5,256.0,Intel,Windows,71395.0
Lenovo,Notebook,15.6,4,2.2,1,Intel Core i7,1000.0,Nvidia,Windows,42571.0
Lenovo,Notebook,15.6,8,2.2,0,Intel Core i3,2000.0,Nvidia,MacOS,24456.0
Dell,Notebook,15.6,4,2.3,1,Intel Core i5,500.0,AMD,Windows,31169.0
Dell,Notebook,15.6,8,1.9,1,Intel Core i5,256.0,Intel,Windows,73367.0
Dell,Gaming,17.3,16,4.42,1,Intel Core i7,128.0,Nvidia,Windows,160520.0
Toshiba,Notebook,15.6,8,2.0,1,Intel Core i5,500.0,Intel,Windows,45821.0
Asus,Notebook,15.6,8,2.0,1,Intel Core i7,256.0,Nvidia,Windows,69211.0
Mediacom,Notebook,13.3,4,1.2,1,Other Intel processor,32.0,Intel,Windows,19660.0
Asus,Gaming,15.6,8,2.3,1,Intel Core i5,128.0,Nvidia,Windows,87859.0
Dell,Notebook,15.6,8,1.93,1,Intel Core i7,256.0,Nvidia,Windows,72940.0
Dell,Notebook,15.6,8,2.2,1,Intel Core i5,256.0,AMD,Windows,42486.0
HP,Notebook,15.6,4,1.86,1,Other Intel processor,256.0,Intel,Windows,21258.0
HP,Gaming,17.3,12,2.62,1,Intel Core i7,1000.0,Nvidia,Windows,95851.0
Lenovo,Notebook,14.0,8,1.87,1,Intel Core i7,256.0,Nvidia,Windows,45768.0
Dell,Ultrabook,13.3,8,1.2,1,Intel Core i7,256.0,Intel,Windows,74539.0
Dell,Notebook,14.0,4,1.6,1,Intel Core i3,128.0,Intel,Windows,39207.0
HP,Ultrabook,13.3,8,1.34,1,Intel Core i7,256.0,Intel,Windows,61006.0
Acer,Gaming,15.6,8,2.4,1,Intel Core i5,1000.0,Nvidia,MacOS,42517.0
Asus,Notebook,15.6,4,2.0,0,AMD,500.0,AMD,Windows,18595.0
HP,Notebook,15.6,4,2.1,1,Intel Core i3,128.0,Intel,Windows,37589.0
Lenovo,Notebook,14.0,4,1.87,1,Intel Core i5,500.0,Intel,Windows,41825.0
Lenovo,Notebook,15.6,4,2.15,1,Intel Core i5,1000.0,Intel,MacOS,24634.0
HP,Notebook,15.6,4,1.86,1,Intel Core i3,500.0,Intel,Windows,21152.0
Lenovo,Notebook,15.6,8,1.99,1,Intel Core i7,512.0,Intel,Windows,92121.0
Lenovo,Notebook,15.6,4,2.2,1,Intel Core i3,128.0,Intel,Windows,26587.0
Dell,Notebook,15.6,8,1.9,1,Intel Core i5,256.0,Intel,Windows,59513.0
Dell,Gaming,17.3,16,4.42,1,Intel Core i7,256.0,Nvidia,Windows,143803.0
HP,Notebook,17.3,8,2.65,0,Intel Core i3,1000.0,Intel,Windows,28992.0
HP,Notebook,17.3,8,2.63,1,Intel Core i7,1000.0,Nvidia,Windows,68198.0
Asus,Notebook,15.6,4,2.0,0,Other Intel processor,500.0,Intel,MacOS,11935.0
Mediacom,Notebook,13.3,4,1.35,1,Other Intel processor,32.0,Intel,Windows,13586.0
Lenovo,Notebook,17.3,6,2.8,0,Intel Core i7,128.0,Nvidia,Windows,50563.0
HP,Notebook,15.6,6,1.91,1,AMD,128.0,AMD,Windows,30311.0
Dell,Notebook,15.6,4,2.18,0,Intel Core i3,1000.0,AMD,Windows,32922.0
Acer,2 in 1 Convertible,11.6,4,1.25,1,Other Intel processor,32.0,Intel,Windows,18595.0
Lenovo,Notebook,15.6,4,2.05,1,Intel Core i3,128.0,Intel,Windows,33566.0
HP,Ultrabook,13.3,16,1.16,1,Other Intel processor,512.0,Intel,Windows,104695.0
Lenovo,Notebook,17.3,8,3.4,1,Intel Core i7,256.0,Nvidia,Windows,159787.0
Asus,Notebook,15.6,8,2.5,1,Intel Core i5,128.0,Nvidia,Windows,44702.0
Dell,Ultrabook,13.3,8,1.21,1,Intel Core i5,128.0,Intel,Windows,85195.0
Dell,Notebook,15.6,4,1.93,0,Intel Core i5,500.0,Intel,Windows,51096.0
Fujitsu,Notebook,15.6,8,2.2,0,Intel Core i5,1000.0,Intel,Windows,39374.0
Lenovo,Notebook,15.6,4,2.2,1,Other Intel processor,500.0,Intel,Windows,18328.0
Lenovo,Notebook,14.0,4,2.02,0,Intel Core i5,500.0,Intel,Windows,52747.0
HP,Workstation,17.3,8,3.14,0,Intel Core i5,500.0,Nvidia,Windows,99154.0
HP,Notebook,14.0,8,1.94,0,Other Intel processor,2000.0,Intel,Windows,20726.0
HP,Notebook,15.6,6,1.95,1,AMD,256.0,AMD,Windows,34579.0
Lenovo,Notebook,15.6,8,2.3,1,Intel Core i5,256.0,Intel,Windows,44222.0
Lenovo,Notebook,15.6,4,2.05,1,Intel Core i5,500.0,Intel,Windows,36497.0
Mediacom,Notebook,14.0,4,1.4,1,Other Intel processor,32.0,Intel,Windows,13267.0
Toshiba,Ultrabook,14.0,16,1.24,1,Intel Core i7,512.0,Intel,Windows,99367.0
Lenovo,Gaming,17.3,32,4.6,1,Intel Core i7,256.0,Nvidia,Windows,141885.0
MSI,Gaming,17.3,16,4.14,1,Intel Core i7,512.0,Nvidia,Windows,145401.0
Dell,Notebook,15.6,8,2.2,1,Intel Core i7,256.0,AMD,MacOS,39907.0
Mediacom,Notebook,14.0,4,1.45,1,Other Intel processor,32.0,Intel,Windows,20726.0
